"Año;Mes;Fecha;Precio;Mineral;Unidad de medida;Numero Índice"
"1998;12;1998M12;1473,57;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,8113350507653"
"1999;1;1999M01;1431,18;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,0975905440218"
"1999;2;1999M02;1410,78;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);23,7541041571955"
"1999;3;1999M03;1378,35;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);23,2080618275496"
"1999;4;1999M04;1466;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,6838746611439"
"1999;5;1999M05;1511,16;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);25,4442592311966"
"1999;6;1999M06;1422,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);23,9511037025812"
"1999;7;1999M07;1640;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,6136114899564"
"1999;8;1999M08;1647,62;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,7419137579768"
"1999;9;1999M09;1750,34;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,471468741055"
"1999;10;1999M10;1724,12;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,0299877085754"
"1999;11;1999M11;1727,55;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,0877405667525"
"1999;12;1999M12;1764,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,7140980956711"
"2000;1;2000M01;1843,98;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);31,0481386068596"
"2000;2;2000M02;1800,83;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,3215975484501"
"2000;3;2000M03;1739,39;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,2870973716556"
"2000;4;2000M04;1678,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,2660672492465"
"2000;5;2000M05;1785,62;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,0654981394487"
"2000;6;2000M06;1753,18;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,519287434123"
"2000;7;2000M07;1799,36;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,296846323517"
"2000;8;2000M08;1855,86;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);31,248168914482"
"2000;9;2000M09;1960,41;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);33,0085366469667"
"2000;10;2000M10;1898,59;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);31,9676381943392"
"2000;11;2000M11;1795,11;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,2252866595949"
"2000;12;2000M12;1850,55;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);31,1587614284993"
"2001;1;2001M01;1787,5;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,0971527672543"
"2001;2;2001M02;1765,65;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,7292519068546"
"2001;3;2001M03;1738,77;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,276658079507"
"2001;4;2001M04;1664,16;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,0204071323938"
"2001;5;2001M05;1682,21;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,3243252344631"
"2001;6;2001M06;1608,45;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,0823862201344"
"2001;7;2001M07;1525,21;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);25,6808270613393"
"2001;8;2001M08;1464,43;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,6574396794127"
"2001;9;2001M09;1426,33;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,0159283393107"
"2001;10;2001M10;1377,28;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);23,1900456298092"
"2001;11;2001M11;1427,73;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,039500934485"
"2001;12;2001M12;1471,74;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,7805223013588"
"2002;1;2002M01;1503,96;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);25,3230287417285"
"2002;2;2002M02;1561,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,2985974305871"
"2002;3;2002M03;1604,88;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,0222761024398"
"2002;4;2002M04;1590,33;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,7772894883063"
"2002;5;2002M05;1595,68;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,8673704770083"
"2002;6;2002M06;1647,53;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,7403983768584"
"2002;7;2002M07;1589,46;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,7626408041622"
"2002;8;2002M08;1479,55;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,9120237072957"
"2002;9;2002M09;1478,71;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,8978801501911"
"2002;10;2002M10;1483,76;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);24,9829098684986"
"2002;11;2002M11;1582,29;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,6419154417336"
"2002;12;2002M12;1595,68;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,8673704770083"
"2003;1;2003M01;1647,66;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,7425872606961"
"2003;2;2003M02;1683,8;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,351096967554"
"2003;3;2003M03;1658,98;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,9331885302487"
"2003;4;2003M04;1587,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);26,7293024195585"
"2003;5;2003M05;1648,28;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);27,7530265528447"
"2003;6;2003M06;1686,5;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,3965584011045"
"2003;7;2003M07;1710;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);28,792241248674"
"2003;8;2003M08;1760,28;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);29,6388341667929"
"2003;9;2003M09;1789,52;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);30,1311646545773"
"2003;10;2003M10;1920,54;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);32,3372228115371"
"2003;11;2003M11;2055,43;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);34,608442356586"
"2003;12;2003M12;2201,29;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);37,064370022394"
"2004;1;2004M01;2423,57;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);40,807024633362"
"2004;2;2004M02;2759,53;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);46,4637739724874"
"2004;3;2004M03;3008,72;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);50,6595275378424"
"2004;4;2004M04;2948,73;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);49,6494418346214"
"2004;5;2004M05;2733,5;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);46,0254920779243"
"2004;6;2004M06;2686,71;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);45,2376622720614"
"2004;7;2004M07;2808,43;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);47,2871310467916"
"2004;8;2004M08;2846,1;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);47,9214022326615"
"2004;9;2004M09;2894,86;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);48,7424020474483"
"2004;10;2004M10;3012,24;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);50,7187957771379"
"2004;11;2004M11;3122,8;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);52,5803572931926"
"2004;12;2004M12;3145,45;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);52,9617282079776"
"2005;1;2005M01;3170;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);53,3750905019279"
"2005;2;2005M02;3253,7;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);54,7843949419946"
"2005;3;2005M03;3379,49;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);56,9023926184102"
"2005;4;2005M04;3394,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);57,1547877624556"
"2005;5;2005M05;3249,1;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);54,7069421292788"
"2005;6;2005M06;3524,07;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);59,3367681972016"
"2005;7;2005M07;3614,21;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);60,8545065750703"
"2005;8;2005M08;3797,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);63,944873802428"
"2005;9;2005M09;3857,84;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);64,9566432624472"
"2005;10;2005M10;4059,76;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);68,3564849893081"
"2005;11;2005M11;4269,34;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);71,8853024869088"
"2005;12;2005M12;4576,78;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);77,0618443871967"
"2006;1;2006M01;4734,33;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);79,7146032227105"
"2006;2;2006M02;4982,4;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);83,891498711926"
"2006;3;2006M03;5102,85;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);85,9195837753195"
"2006;4;2006M04;6387,78;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);107,554680002021"
"2006;5;2006M05;8045,86;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);135,472714721086"
"2006;6;2006M06;7197,61;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);121,190247680625"
"2006;7;2006M07;7712,1;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);129,85300803152"
"2006;8;2006M08;7695,66;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);129,576198413901"
"2006;9;2006M09;7602,36;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);128,00525332121"
"2006;10;2006M10;7500,39;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);126,288326514118"
"2006;11;2006M11;7029,18;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);118,354296105471"
"2006;12;2006M12;6675,11;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);112,392618410197"
"2007;1;2007M01;5669,66;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);95,4632856830159"
"2007;2;2007M02;5676,45;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);95,5776127696115"
"2007;3;2007M03;6452,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);108,644070650435"
"2007;4;2007M04;7766,47;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);130,768466602684"
"2007;5;2007M05;7681,42;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);129,336431445842"
"2007;6;2007M06;7474,38;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);125,850381370915"
"2007;7;2007M07;7972,57;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);134,238689363708"
"2007;8;2007M08;7513,5;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);126,509067030358"
"2007;9;2007M09;7648,98;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);128,790220740516"
"2007;10;2007M10;8008,44;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);134,842652927211"
"2007;11;2007M11;6966,71;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,302453233655"
"2007;12;2007M12;6587,67;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);110,920341465879"
"2008;1;2008M01;7061,02;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);118,890404270007"
"2008;2;2008M02;7887,69;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);132,809516593423"
"2008;3;2008M03;8439,29;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);142,097119092118"
"2008;4;2008M04;8684,93;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);146,233099291138"
"2008;5;2008M05;8382,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);141,145122998434"
"2008;6;2008M06;8260,6;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);139,088414069472"
"2008;7;2008M07;8414,04;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);141,671970500581"
"2008;8;2008M08;7634,7;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);128,549780269738"
"2008;9;2008M09;6990,86;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,709080500413"
"2008;10;2008M10;4925,7;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);82,9368086073648"
"2008;11;2008M11;3717;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);62,5852401879073"
"2008;12;2008M12;3071,98;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);51,7246720883636"
"2009;1;2009M01;3220,69;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);54,2285868229193"
"2009;2;2009M02;3314,73;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);55,8119917159165"
"2009;3;2009M03;3749,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);63,1366705393073"
"2009;4;2009M04;4406,55;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);74,1955851896752"
"2009;5;2009M05;4568,63;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);76,924618208146"
"2009;6;2009M06;5013,96;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);84,4228923574279"
"2009;7;2009M07;5215,54;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);87,8170093111751"
"2009;8;2009M08;6165,3;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);103,808657877456"
"2009;9;2009M09;6196,43;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);104,332811368726"
"2009;10;2009M10;6287,98;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);105,874290717449"
"2009;11;2009M11;6675,6;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);112,400868818508"
"2009;12;2009M12;6981,71;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,55501675338"
"2010;1;2010M01;7386,25;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);124,366486504689"
"2010;2;2010M02;6848,18;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);115,306696300786"
"2010;3;2010M03;7462,83;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);125,655907460726"
"2010;4;2010M04;7745,08;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);130,408311023556"
"2010;5;2010M05;6837,68;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);115,129901836979"
"2010;6;2010M06;6499,3;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);109,432405583338"
"2010;7;2010M07;6735,25;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);113,405229748615"
"2010;8;2010M08;7283,95;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);122,644003300163"
"2010;9;2010M09;7709,3;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);129,805862841171"
"2010;10;2010M10;8292,41;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);139,624017106969"
"2010;11;2010M11;8469,89;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);142,612348672358"
"2010;12;2010M12;9147,26;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);154,017612096109"
"2011;1;2011M01;9555,7;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);160,894748362547"
"2011;2;2011M02;9867,6;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);166,146385816033"
"2011;3;2011M03;9503,36;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);160,013470054385"
"2011;4;2011M04;9492,79;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);159,835496960819"
"2011;5;2011M05;8959,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);150,862925359061"
"2011;6;2011M06;9066,85;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);152,663703254702"
"2011;7;2011M07;9650,46;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);162,490276304491"
"2011;8;2011M08;9000,76;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);151,550908386793"
"2011;9;2011M09;8300,14;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);139,754171507467"
"2011;10;2011M10;7394,19;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);124,500176794464"
"2011;11;2011M11;7581,02;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);127,645939620481"
"2011;12;2011M12;7565,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);127,384283814046"
"2012;1;2012M01;8040,47;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);135,381960229664"
"2012;2;2012M02;8441,49;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);142,134161741678"
"2012;3;2012M03;8470,78;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);142,627334107861"
"2012;4;2012M04;8289,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);139,574683032783"
"2012;5;2012M05;7955,64;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);133,953629337778"
"2012;6;2012M06;7423,02;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);124,985603879376"
"2012;7;2012M07;7584,26;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);127,700493340742"
"2012;8;2012M08;7515,53;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);126,543247293361"
"2012;9;2012M09;8087,74;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);136,177872068158"
"2012;10;2012M10;8062,03;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);135,744978195349"
"2012;11;2012M11;7711,23;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);129,838359347376"
"2012;12;2012M12;7966,49;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);134,13631695038"
"2013;1;2013M01;8047,36;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);135,497971073058"
"2013;2;2013M02;8060,93;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);135,72645687057"
"2013;3;2013M03;7645,58;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);128,732973009379"
"2013;4;2013M04;7234,28;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);121,807681298513"
"2013;5;2013M05;7249,41;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);122,062433702076"
"2013;6;2013M06;7000,24;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,867016888081"
"2013;7;2013M07;6906,64;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);116,291020524995"
"2013;8;2013M08;7192,92;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);121,111279486791"
"2013;9;2013M09;7159,27;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);120,544695324207"
"2013;10;2013M10;7203,02;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);121,281338923406"
"2013;11;2013M11;7070,65;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);119,052550049671"
"2013;12;2013M12;7214,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);121,481369231028"
"2014;1;2014M01;7291,47;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);122,770621811386"
"2014;2;2014M02;7149,21;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);120,375309390312"
"2014;3;2014M03;6650,04;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);111,970500580896"
"2014;4;2014M04;6673,56;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);112,366520179825"
"2014;5;2014M05;6891,13;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);116,029869845599"
"2014;6;2014M06;6821,14;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);114,851408462562"
"2014;7;2014M07;7113,38;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);119,772019329528"
"2014;8;2014M08;7001,84;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,893956996851"
"2014;9;2014M09;6872,22;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);115,711471435066"
"2014;10;2014M10;6737,48;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);113,442777525214"
"2014;11;2014M11;6712,85;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);113,028068225825"
"2014;12;2014M12;6446,45;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);108,542540115506"
"2015;1;2015M01;5830,54;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);98,1721136199087"
"2015;2;2015M02;5729,27;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,4669731104039"
"2015;3;2015M03;5939,67;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);100,00959741375"
"2015;4;2015M04;6042,09;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);101,734101126433"
"2015;5;2015M05;6294,78;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);105,988786179724"
"2015;6;2015M06;5833,01;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);98,2137024128235"
"2015;7;2015M07;5456,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);91,8783990840363"
"2015;8;2015M08;5127,3;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);86,3312623124716"
"2015;9;2015M09;5217,25;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);87,8458015524238"
"2015;10;2015M10;5216,09;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);87,826269973565"
"2015;11;2015M11;4799,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);80,8186425552693"
"2015;12;2015M12;4638,83;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);78,10661548046"
"2016;1;2016M01;4471,79;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);75,2940681248"
"2016;2;2016M02;4598,62;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);77,4295768719166"
"2016;3;2016M03;4953,8;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);83,40994426765"
"2016;4;2016M04;4872,74;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);82,0450910070549"
"2016;5;2016M05;4694,54;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);79,0446363927194"
"2016;6;2016M06;4641,97;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);78,1594854439225"
"2016;7;2016M07;4864,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);81,9130844740785"
"2016;8;2016M08;4751,67;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);80,0065666515129"
"2016;9;2016M09;4722,2;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);79,5103635230927"
"2016;10;2016M10;4731,26;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);79,6629118890068"
"2016;11;2016M11;5450,93;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);91,7804044383829"
"2016;12;2016M12;5660,35;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);95,3065279251065"
"2017;1;2017M01;5754,56;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,8927952046606"
"2017;2;2017M02;5940,91;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);100,030475998047"
"2017;3;2017M03;5824,63;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);98,072603593137"
"2017;4;2017M04;5683,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);95,7030526510751"
"2017;5;2017M05;5599,56;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);94,2829721675001"
"2017;6;2017M06;5719,76;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,3068478388982"
"2017;7;2017M07;5985,12;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);100,774864878517"
"2017;8;2017M08;6485,63;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);109,202236029028"
"2017;9;2017M09;6577,17;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);110,743547002071"
"2017;10;2017M10;6807,6;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);114,62342779209"
"2017;11;2017M11;6826,55;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);114,942499705343"
"2017;12;2017M12;6833,89;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);115,066087454328"
"2018;1;2018M01;7065,85;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);118,971729723359"
"2018;2;2018M02;7006,52;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,972756815006"
"2018;3;2018M03;6799,18;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);114,481655469684"
"2018;4;2018M04;6851,51;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);115,362765402165"
"2018;5;2018M05;6825,27;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);114,920947618326"
"2018;6;2018M06;6965,86;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);117,28814130087"
"2018;7;2018M07;6250,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);105,247428061491"
"2018;8;2018M08;6051,05;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);101,884965735549"
"2018;9;2018M09;6050,76;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);101,880082840834"
"2018;10;2018M10;6219,59;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);104,722769443182"
"2018;11;2018M11;6195,92;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);104,324224209055"
"2018;12;2018M12;6075,32;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);102,293613510465"
"2019;1;2019M01;5939,1;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);100"
"2019;2;2019M02;6300,49;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);106,0849286929"
"2019;3;2019M03;6439,46;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);108,424845515314"
"2019;4;2019M04;6438,36;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);108,406324190534"
"2019;5;2019M05;6017,9;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);101,326800356956"
"2019;6;2019M06;5882,23;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);99,0424475088818"
"2019;7;2019M07;5941,2;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);100,035358892762"
"2019;8;2019M08;5709,44;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,1330841373272"
"2019;9;2019M09;5759,25;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,9717633984947"
"2019;10;2019M10;5757,3;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,9389301409304"
"2019;11;2019M11;5859,95;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);98,66730649425"
"2019;12;2019M12;6077,06;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);102,322910878753"
"2020;1;2020M01;6031,21;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);101,550908386793"
"2020;2;2020M02;5687,75;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);95,7678772878045"
"2020;3;2020M03;5182,63;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);87,262884948898"
"2020;4;2020M04;5057,97;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);85,1639137243017"
"2020;5;2020M05;5239,83;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);88,2259938374501"
"2020;6;2020M06;5754,6;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);96,8934687073799"
"2020;7;2020M07;6372,46;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);107,296728460541"
"2020;8;2020M08;6498,94;Cobre (Cu);Dólar por Tonelada Métrica (USD/t);109,426344058864"
